날짜,역번호,역명,구분,합계,03-04시,04-05시,05-06시,06-07시,07-08시,08-09시,09-10시,10-11시,11-12시,12-13시,13-14시,14-15시,15-16시,16-17시,17-18시,18-19시,19-20시,20-21시,21-22시,22-23시,23-00시,00-01시,01-02시,02-03시
2025-01-05,1119,월드컵경기장,승차,1296,0,0,10,23,40,60,94,121,101,84,121,107,96,97,89,71,65,52,36,25,3,1,0,0
2025-01-05,1119,월드컵경기장,하차,1263,0,0,9,19,21,38,62,90,59,55,70,63,85,99,125,81,96,96,85,67,36,7,0,0
2025-01-05,1120,노은,승차,2126,0,0,16,27,34,95,144,131,106,174,133,180,135,174,160,185,101,115,92,83,38,3,0,0
2025-01-05,1120,노은,하차,2302,0,0,6,19,20,47,86,85,121,164,199,178,190,214,247,180,137,118,101,109,55,26,0,0
2025-01-05,1121,지족,승차,994,0,0,15,27,41,49,67,80,66,83,87,85,63,95,55,41,44,30,31,22,13,0,0,0
2025-01-05,1121,지족,하차,1036,0,0,6,21,16,36,44,40,48,48,82,68,74,76,73,89,87,55,59,62,35,17,0,0
2025-01-05,1122,반석,승차,3464,0,0,40,61,106,162,280,263,275,260,324,291,222,260,209,185,154,120,113,96,43,0,0,0
2025-01-05,1122,반석,하차,3378,0,0,17,52,54,79,137,138,139,161,204,229,273,290,322,290,271,213,232,170,87,20,0,0
2025-01-06,1101,판암,승차,4169,0,0,88,171,473,678,311,211,189,247,261,235,230,232,252,310,99,75,47,46,14,0,0,0
2025-01-06,1101,판암,하차,3665,0,0,10,44,121,262,98,165,149,204,183,202,251,317,309,557,218,187,165,154,48,21,0,0
2025-01-06,1102,신흥,승차,1742,0,0,58,75,240,343,142,95,72,91,88,76,71,82,98,93,46,42,10,17,3,0,0,0
2025-01-06,1102,신흥,하차,1706,0,0,9,14,38,85,44,56,73,82,57,93,102,158,137,317,168,93,73,61,37,9,0,0
2025-01-06,1103,대동,승차,3992,0,0,89,158,401,632,276,212,190,237,217,230,208,208,302,298,129,74,67,42,22,0,0,0
2025-01-06,1103,대동,하차,3523,0,0,19,33,108,303,126,121,146,159,153,189,202,282,302,526,204,159,207,157,113,14,0,0
2025-01-06,1104,대전,승차,10191,0,0,33,142,694,873,609,569,595,713,621,682,716,801,791,823,530,336,325,237,101,0,0,0
2025-01-06,1104,대전,하차,9297,0,0,182,411,704,917,620,652,697,627,581,622,661,581,541,595,322,273,187,78,44,2,0,0
2025-01-06,1105,중앙로,승차,5503,0,0,33,47,121,300,130,177,222,264,280,370,397,496,574,767,366,336,326,199,94,4,0,0
2025-01-06,1105,중앙로,하차,5747,0,0,25,47,145,677,310,310,456,472,409,411,380,375,464,626,297,147,83,56,47,10,0,0
2025-01-06,1106,중구청,승차,2363,0,0,24,46,120,254,103,120,113,159,107,102,141,178,233,341,106,84,66,53,13,0,0,0
2025-01-06,1106,중구청,하차,2531,0,0,13,46,206,543,168,127,178,125,142,101,117,87,147,220,99,66,57,55,32,2,0,0
2025-01-06,1107,서대전네거리,승차,5777,0,0,106,163,429,842,333,314,298,321,337,314,312,396,439,547,208,147,152,66,53,0,0,0
2025-01-06,1107,서대전네거리,하차,5966,0,0,29,65,211,640,299,264,316,274,313,292,315,400,509,907,346,236,223,216,99,12,0,0
2025-01-06,1108,오룡,승차,4089,0,0,73,123,351,767,242,193,185,191,195,189,155,196,268,613,129,97,54,42,26,0,0,0
2025-01-06,1108,오룡,하차,3695,0,0,16,43,121,638,179,104,124,118,156,168,234,218,301,591,198,146,159,99,82,0,0,0
2025-01-06,1109,용문,승차,6494,0,0,90,166,421,1126,391,330,350,387,308,315,337,445,475,420,189,238,239,101,166,0,0,0
2025-01-06,1109,용문,하차,6606,0,0,22,142,213,519,399,292,261,316,345,386,386,432,562,1056,419,289,278,191,98,0,0,0
2025-01-06,1110,탄방,승차,4615,0,0,37,108,217,483,211,214,259,190,193,232,303,263,456,753,220,155,144,145,32,0,0,0
2025-01-06,1110,탄방,하차,5177,0,0,41,105,290,1144,431,214,210,214,349,237,255,279,285,520,216,128,110,83,66,0,0,0
2025-01-06,1111,시청,승차,8370,0,0,41,89,200,402,216,296,393,360,388,387,493,608,898,1524,436,474,473,500,192,0,0,0
2025-01-06,1111,시청,하차,8599,0,0,58,126,496,1939,821,448,341,348,488,500,408,460,582,767,321,185,134,112,58,7,0,0
2025-01-06,1112,정부청사,승차,6861,0,0,33,72,214,321,225,219,250,259,277,294,405,481,852,1707,408,316,273,186,69,0,0,0
2025-01-06,1112,정부청사,하차,7649,0,0,93,181,600,2447,689,317,269,268,364,308,309,281,404,458,215,155,134,101,47,9,0,0
2025-01-06,1113,갈마,승차,2882,0,0,76,127,230,460,198,138,154,141,157,153,166,173,187,198,78,94,94,32,23,3,0,0
2025-01-06,1113,갈마,하차,2863,0,0,22,41,53,156,111,90,129,158,160,173,174,203,254,438,210,160,134,127,57,13,0,0
2025-01-06,1114,월평,승차,3354,0,0,62,113,240,512,215,147,162,170,185,202,173,227,211,312,134,102,91,69,26,1,0,0
2025-01-06,1114,월평,하차,3443,0,0,15,32,97,341,155,163,143,184,186,168,208,261,277,467,216,140,166,120,91,13,0,0
2025-01-06,1115,갑천,승차,935,0,0,14,28,90,190,60,40,38,49,49,39,41,43,76,98,27,18,15,14,6,0,0,0
2025-01-06,1115,갑천,하차,938,0,0,5,21,37,94,41,22,33,45,43,51,53,52,75,153,68,51,48,28,15,3,0,0
2025-01-06,1116,유성온천,승차,9352,0,0,115,249,673,1293,508,416,396,550,527,541,569,647,733,814,431,299,286,196,105,4,0,0
2025-01-06,1116,유성온천,하차,9814,0,0,65,117,311,786,610,480,496,495,498,482,544,612,841,1472,610,408,377,379,214,17,0,0
2025-01-06,1117,구암,승차,2633,0,0,52,69,199,433,180,139,126,162,143,133,136,223,197,213,97,55,35,34,7,0,0,0
2025-01-06,1117,구암,하차,2628,0,0,11,61,120,245,142,143,140,155,114,134,181,163,222,328,160,99,98,66,41,5,0,0
2025-01-06,1118,현충원,승차,1764,0,0,18,27,129,291,98,106,84,94,126,121,93,119,149,183,44,41,28,10,2,1,0,0
2025-01-06,1118,현충원,하차,1515,0,0,2,22,57,149,89,108,113,58,88,70,75,91,111,192,68,63,67,60,28,4,0,0
2025-01-06,1119,월드컵경기장,승차,2739,0,0,26,69,214,502,170,156,147,138,156,124,177,168,186,240,87,70,72,23,13,1,0,0
2025-01-06,1119,월드컵경기장,하차,2428,0,0,13,38,134,231,113,113,84,123,108,109,131,192,192,342,134,105,115,99,44,8,0,0
2025-01-06,1120,노은,승차,4396,0,0,37,88,275,483,223,206,217,275,218,272,296,277,355,370,231,181,168,146,77,1,0,0
2025-01-06,1120,노은,하차,4641,0,0,11,34,168,312,280,259,237,199,283,287,259,384,364,675,278,182,171,169,76,13,0,0
2025-01-06,1121,지족,승차,2450,0,0,26,48,164,244,134,109,85,107,143,115,123,124,177,480,117,90,90,57,17,0,0,0
2025-01-06,1121,지족,하차,2434,0,0,10,38,122,576,161,86,88,117,86,83,115,127,160,224,112,107,91,71,50,10,0,0
2025-01-06,1122,반석,승차,7614,0,0,65,196,711,1263,573,341,305,310,354,313,334,409,489,777,372,264,249,177,107,5,0,0
2025-01-06,1122,반석,하차,7040,0,0,32,165,400,590,253,180,242,289,312,301,355,483,732,1129,432,331,314,336,144,20,0,0
2025-01-07,1101,판암,승차,4154,0,0,92,170,469,692,309,204,186,244,266,212,242,180,287,310,87,93,57,39,12,3,0,0
2025-01-07,1101,판암,하차,3758,0,0,8,44,127,272,107,143,169,156,188,186,298,312,341,569,243,176,147,180,62,30,0,0
2025-01-07,1102,신흥,승차,1795,0,0,52,84,272,362,130,96,93,92,74,71,78,78,111,99,35,37,12,19,0,0,0,0
2025-01-07,1102,신흥,하차,1732,0,0,6,18,45,87,56,53,57,77,52,70,105,135,153,326,174,99,101,74,35,9,0,0
2025-01-07,1103,대동,승차,3881,0,0,82,159,409,632,257,199,147,203,253,183,205,216,273,329,115,89,55,47,27,1,0,0
2025-01-07,1103,대동,하차,3481,0,0,18,31,112,319,143,113,121,138,132,180,207,274,321,550,207,171,174,159,98,13,0,0
2025-01-07,1104,대전,승차,9721,0,0,25,94,367,630,504,578,561,725,589,649,793,750,855,856,567,373,379,281,145,0,0,0
2025-01-07,1104,대전,하차,9541,0,0,97,277,692,845,632,572,703,613,699,644,754,691,629,700,371,282,215,86,36,3,0,0
2025-01-07,1105,중앙로,승차,5676,0,0,25,48,135,296,111,134,173,211,341,354,478,517,565,848,411,364,381,189,93,2,0,0
2025-01-07,1105,중앙로,하차,6067,0,0,24,52,136,651,329,300,468,449,507,452,431,417,488,709,285,151,102,74,39,3,0,0
2025-01-07,1106,중구청,승차,2441,0,0,29,56,121,266,103,92,109,168,124,126,122,174,280,363,107,64,61,61,15,0,0,0
2025-01-07,1106,중구청,하차,2547,0,0,15,48,177,597,197,135,103,108,149,109,115,96,131,233,117,62,61,65,29,0,0,0
2025-01-07,1107,서대전네거리,승차,5738,0,0,93,153,434,824,312,289,305,299,358,330,347,350,443,550,197,155,135,101,63,0,0,0
2025-01-07,1107,서대전네거리,하차,5879,0,0,34,63,191,650,312,225,300,267,299,275,353,384,460,914,323,249,262,209,100,9,0,0
2025-01-07,1108,오룡,승차,4079,0,0,59,102,347,739,256,188,165,164,202,194,192,206,299,636,125,61,75,48,21,0,0,0
2025-01-07,1108,오룡,하차,3753,0,0,11,51,138,635,191,123,119,160,152,179,194,227,294,568,219,145,153,127,65,2,0,0
2025-01-07,1109,용문,승차,6421,0,4,90,164,436,1136,376,318,334,390,381,304,309,414,462,443,221,184,216,103,136,0,0,0
2025-01-07,1109,용문,하차,6435,0,4,22,132,199,527,372,290,295,298,336,368,409,443,466,1053,410,266,274,180,91,0,0,0
2025-01-07,1110,탄방,승차,4745,0,0,28,114,226,508,198,200,266,200,194,217,346,278,463,755,215,153,170,177,37,0,0,0
2025-01-07,1110,탄방,하차,5070,0,0,36,88,289,1082,382,217,199,243,330,234,247,230,318,542,230,134,137,84,48,0,0,0
2025-01-07,1111,시청,승차,8478,0,0,38,84,196,425,230,279,372,408,346,435,486,612,835,1533,527,476,554,480,162,0,0,0
2025-01-07,1111,시청,하차,8779,0,0,55,148,476,1951,843,407,385,364,511,477,405,481,593,747,352,192,180,120,80,12,0,0
2025-01-07,1112,정부청사,승차,7131,0,0,15,72,197,387,214,202,279,260,314,349,400,543,881,1650,437,378,316,172,65,0,0,0
2025-01-07,1112,정부청사,하차,7526,0,0,79,185,552,2364,634,315,304,265,353,329,258,305,361,504,236,166,146,98,59,13,0,0
2025-01-07,1113,갈마,승차,2876,0,0,54,105,270,471,184,150,135,131,163,159,167,171,190,188,113,67,102,24,31,1,0,0
2025-01-07,1113,갈마,하차,2813,0,0,16,37,60,150,81,93,118,123,146,142,171,202,281,467,213,156,141,132,69,15,0,0
2025-01-07,1114,월평,승차,3384,0,2,61,95,261,526,210,154,154,176,188,175,170,173,242,328,132,105,98,77,56,1,0,0
2025-01-07,1114,월평,하차,3386,0,2,9,29,98,312,148,128,133,170,158,192,191,241,296,509,214,168,162,129,93,4,0,0
2025-01-07,1115,갑천,승차,995,0,0,7,31,97,210,61,37,44,44,46,45,42,47,91,104,35,25,12,8,9,0,0,0
2025-01-07,1115,갑천,하차,935,0,0,2,12,40,91,48,39,47,54,53,42,45,55,55,139,73,50,39,29,20,2,0,0
2025-01-07,1116,유성온천,승차,9206,0,0,101,224,641,1377,460,417,396,487,567,584,512,592,729,821,369,305,304,217,97,6,0,0
2025-01-07,1116,유성온천,하차,9624,0,0,73,113,281,782,563,453,450,429,478,483,499,648,834,1465,639,434,400,383,194,23,0,0
2025-01-07,1117,구암,승차,2630,0,0,42,72,178,441,157,128,117,125,145,186,183,166,232,210,96,64,55,26,7,0,0,0
2025-01-07,1117,구암,하차,2698,0,0,9,52,119,255,123,143,139,152,152,137,170,171,246,359,131,93,104,92,46,5,0,0
2025-01-07,1118,현충원,승차,1882,0,0,17,25,122,298,104,107,99,98,139,119,131,119,151,195,56,38,44,17,3,0,0,0
2025-01-07,1118,현충원,하차,1536,0,0,2,21,70,150,108,77,94,80,82,64,91,82,122,193,76,57,71,67,27,2,0,0
2025-01-07,1119,월드컵경기장,승차,2702,0,0,17,76,226,459,178,138,112,120,163,147,141,153,188,268,111,77,75,44,8,1,0,0
2025-01-07,1119,월드컵경기장,하차,2467,0,0,13,36,130,225,96,75,106,95,105,140,145,171,182,390,158,107,136,82,62,13,0,0
2025-01-07,1120,노은,승차,4389,0,0,36,90,276,498,253,185,202,227,215,236,276,301,341,418,221,184,193,176,59,2,0,0
2025-01-07,1120,노은,하차,4592,0,0,13,35,166,326,277,182,161,188,270,293,305,335,429,646,294,170,201,181,103,17,0,0
2025-01-07,1121,지족,승차,2418,0,1,25,51,167,264,106,92,101,108,127,99,123,126,194,486,137,71,75,53,12,0,0,0
2025-01-07,1121,지족,하차,2343,0,0,17,36,136,632,155,62,68,64,84,82,94,103,149,244,105,89,96,82,36,9,0,0
2025-01-07,1122,반석,승차,7524,0,0,56,186,840,1152,583,329,302,275,302,302,319,389,531,862,343,247,214,205,87,0,0,0
2025-01-07,1122,반석,하차,6908,0,0,42,157,385,608,241,191,210,227,277,294,359,487,662,1145,421,324,382,355,120,21,0,0
2025-01-08,1101,판암,승차,4061,0,0,90,137,479,665,296,231,239,250,246,185,182,202,246,336,111,73,51,32,10,0,0,0
2025-01-08,1101,판암,하차,3629,0,0,10,52,123,270,97,126,161,138,175,188,234,324,332,545,247,134,202,187,55,29,0,0
2025-01-08,1102,신흥,승차,1865,0,0,50,84,260,376,138,94,94,93,100,81,78,90,109,93,45,30,25,19,6,0,0,0
2025-01-08,1102,신흥,하차,1741,0,0,7,18,44,91,45,38,57,67,77,94,107,148,168,314,137,103,102,83,40,1,0,0
2025-01-08,1103,대동,승차,3903,0,0,78,140,423,661,254,172,206,190,205,181,196,210,321,315,140,79,62,44,23,3,0,0
2025-01-08,1103,대동,하차,3451,0,0,14,27,128,295,135,92,97,131,149,180,224,224,309,520,216,180,256,164,100,10,0,0
2025-01-08,1104,대전,승차,9571,0,0,23,82,382,562,471,536,555,689,582,725,758,747,782,926,566,418,375,256,136,0,0,0
2025-01-08,1104,대전,하차,9322,0,0,97,272,607,924,659,556,663,583,615,662,726,630,625,715,348,286,209,106,35,4,0,0
2025-01-08,1105,중앙로,승차,5597,0,0,30,39,126,306,130,146,196,222,339,373,491,467,550,762,384,352,383,187,107,7,0,0
2025-01-08,1105,중앙로,하차,5980,0,0,31,54,151,658,321,319,461,464,481,409,454,376,473,665,302,143,114,71,25,8,0,0
2025-01-08,1106,중구청,승차,2300,0,0,25,47,127,256,81,81,139,112,122,132,138,150,233,367,94,80,65,38,13,0,0,0
2025-01-08,1106,중구청,하차,2468,0,0,14,43,165,580,161,108,111,115,150,118,115,97,127,229,93,75,70,69,27,1,0,0
2025-01-08,1107,서대전네거리,승차,5653,0,0,86,150,437,867,274,248,287,288,321,320,325,363,456,538,225,155,152,108,53,0,0,0
2025-01-08,1107,서대전네거리,하차,5937,0,0,28,73,207,641,288,229,232,286,307,324,366,376,473,887,362,242,274,242,97,3,0,0
2025-01-08,1108,오룡,승차,4225,0,0,63,114,329,799,264,174,173,168,182,200,162,231,311,638,144,109,84,51,29,0,0,0
2025-01-08,1108,오룡,하차,3789,0,0,17,49,132,645,210,128,157,124,168,150,197,211,287,572,224,149,171,130,66,2,0,0
2025-01-08,1109,용문,승차,7012,0,5,84,179,434,1053,326,275,324,342,564,505,353,442,433,413,227,260,517,177,99,0,0,0
2025-01-08,1109,용문,하차,7316,0,5,17,97,197,626,376,297,545,357,311,349,402,465,556,1205,698,301,245,187,80,0,0,0
2025-01-08,1110,탄방,승차,4642,0,0,26,97,216,469,202,171,227,207,198,250,313,243,459,746,236,177,197,173,35,0,0,0
2025-01-08,1110,탄방,하차,5053,0,0,39,91,285,1072,357,203,176,182,370,235,245,249,309,602,238,125,142,83,50,0,0,0
2025-01-08,1111,시청,승차,8356,0,0,32,103,205,428,251,252,343,388,313,366,518,585,990,1545,480,430,444,533,150,0,0,0
2025-01-08,1111,시청,하차,8578,0,0,60,132,453,1980,815,374,335,334,500,449,410,469,622,754,312,211,175,123,66,4,0,0
2025-01-08,1112,정부청사,승차,7203,0,0,24,59,209,377,223,228,294,267,299,317,428,523,868,1761,444,345,282,206,49,0,0,0
2025-01-08,1112,정부청사,하차,7587,0,0,89,189,557,2340,638,307,291,345,343,300,317,254,406,523,229,143,165,94,46,11,0,0
2025-01-08,1113,갈마,승차,2864,0,0,46,100,248,493,217,129,137,148,150,132,134,139,208,207,119,100,70,62,22,3,0,0
2025-01-08,1113,갈마,하차,2873,0,0,20,38,49,140,93,110,118,155,165,155,169,210,245,436,214,161,164,153,69,9,0,0
2025-01-08,1114,월평,승차,3347,0,0,62,98,238,526,211,132,175,157,176,183,176,210,199,365,131,96,91,81,37,3,0,0
2025-01-08,1114,월평,하차,3307,0,0,11,32,96,292,146,119,139,145,137,188,183,245,290,464,225,153,206,135,95,6,0,0
2025-01-08,1115,갑천,승차,979,0,0,9,25,90,201,61,45,44,37,38,45,39,53,89,107,40,17,24,7,7,1,0,0
2025-01-08,1115,갑천,하차,926,0,0,6,9,29,105,33,31,29,43,41,39,59,51,69,151,72,43,64,33,17,2,0,0
2025-01-08,1116,유성온천,승차,9221,0,1,84,229,711,1382,508,389,436,463,490,518,537,585,713,817,408,321,318,202,104,5,0,0
2025-01-08,1116,유성온천,하차,9673,0,0,63,118,284,774,523,407,475,424,421,515,496,669,818,1565,643,432,433,394,203,16,0,0
2025-01-08,1117,구암,승차,2627,0,0,41,90,199,459,157,124,117,114,105,175,145,183,185,242,105,85,56,34,9,2,0,0
2025-01-08,1117,구암,하차,2583,0,0,8,55,112,245,111,122,118,110,133,144,136,157,246,374,143,111,107,106,37,8,0,0
2025-01-08,1118,현충원,승차,1774,0,0,9,29,115,294,82,94,115,101,137,119,95,105,171,171,56,29,33,15,4,0,0,0
2025-01-08,1118,현충원,하차,1420,0,0,3,40,55,159,100,77,83,70,75,54,69,66,117,188,54,63,57,60,27,3,0,0
2025-01-08,1119,월드컵경기장,승차,2682,0,0,20,68,186,513,166,116,147,124,152,116,122,175,188,294,106,67,76,35,10,1,0,0
2025-01-08,1119,월드컵경기장,하차,2424,0,0,9,35,117,227,132,73,107,103,109,104,111,155,207,354,154,113,136,106,61,11,0,0
2025-01-08,1120,노은,승차,4328,0,0,36,81,272,497,233,212,225,238,225,234,251,243,372,413,216,200,182,141,57,0,0,0
2025-01-08,1120,노은,하차,4603,0,0,11,29,175,324,286,187,172,221,249,287,267,368,406,609,328,181,211,182,96,14,0,0
2025-01-08,1121,지족,승차,2385,0,0,30,48,150,257,124,82,87,115,103,85,127,119,211,487,154,80,65,39,22,0,0,0
2025-01-08,1121,지족,하차,2387,0,0,17,31,121,644,131,83,92,82,64,89,98,107,140,242,98,123,93,80,43,9,0,0
2025-01-08,1122,반석,승차,7795,0,0,51,183,836,1221,521,344,309,313,353,254,374,415,540,849,381,266,296,183,106,0,0,0
2025-01-08,1122,반석,하차,7015,0,0,38,162,398,660,263,170,208,261,305,336,344,440,727,1110,397,333,367,316,150,30,0,0
2025-01-09,1101,판암,승차,3759,0,0,88,164,451,653,247,187,153,230,229,176,174,206,255,289,86,75,45,33,18,0,0,0
2025-01-09,1101,판암,하차,3361,0,0,13,47,125,285,96,122,118,156,179,182,260,243,270,532,190,166,161,152,48,16,0,0
2025-01-09,1102,신흥,승차,1737,0,0,50,87,257,373,143,95,71,90,79,60,61,68,100,102,38,28,20,9,6,0,0,0
2025-01-09,1102,신흥,하차,1611,0,0,6,18,47,80,44,47,59,58,73,85,93,129,121,322,147,81,85,76,35,5,0,0
2025-01-09,1103,대동,승차,3786,0,0,80,152,431,646,259,204,164,206,207,168,209,233,271,272,94,85,52,33,20,0,0,0
2025-01-09,1103,대동,하차,3315,0,0,19,26,117,260,160,88,115,141,130,165,171,284,287,534,188,180,185,157,94,14,0,0
2025-01-09,1104,대전,승차,9395,0,0,23,90,378,577,488,580,571,602,551,668,720,677,819,940,592,356,368,272,121,2,0,0
2025-01-09,1104,대전,하차,9259,0,0,100,323,685,917,580,575,627,585,612,570,699,642,613,740,350,307,203,97,32,2,0,0
2025-01-09,1105,중앙로,승차,5820,0,0,21,42,158,306,159,133,192,288,293,379,436,602,594,843,388,361,377,169,79,0,0,0
2025-01-09,1105,중앙로,하차,6079,0,0,16,53,145,776,381,343,452,453,491,402,460,378,461,632,249,150,126,65,37,9,0,0
2025-01-09,1106,중구청,승차,2208,0,0,21,54,119,267,103,116,77,110,100,121,119,148,212,336,91,88,72,34,20,0,0,0
2025-01-09,1106,중구청,하차,2404,0,0,16,43,167,559,181,107,138,104,126,107,97,81,133,242,93,65,59,46,37,3,0,0
2025-01-09,1107,서대전네거리,승차,5432,0,0,95,138,420,830,327,267,270,304,308,268,336,314,412,525,203,167,107,90,50,1,0,0
2025-01-09,1107,서대전네거리,하차,5654,0,0,24,87,199,603,278,224,258,298,289,271,313,380,443,867,337,250,225,220,80,8,0,0
2025-01-09,1108,오룡,승차,3958,0,0,62,119,326,751,247,154,170,170,206,142,171,178,330,615,117,75,72,40,13,0,0,0
2025-01-09,1108,오룡,하차,3598,0,0,9,44,145,614,205,122,115,125,139,147,194,222,280,553,207,148,163,110,56,0,0,0
2025-01-09,1109,용문,승차,6099,0,1,85,170,444,1102,355,272,317,360,346,320,288,384,432,403,220,173,206,93,123,5,0,0
2025-01-09,1109,용문,하차,6191,0,0,18,131,206,510,376,279,265,296,300,317,379,389,515,1028,403,254,252,186,82,5,0,0
2025-01-09,1110,탄방,승차,4575,0,0,36,114,206,477,193,177,238,169,228,209,269,265,451,763,187,170,166,226,31,0,0,0
2025-01-09,1110,탄방,하차,4929,0,0,31,86,284,1097,337,191,184,208,360,211,231,210,307,570,222,118,131,84,67,0,0,0
2025-01-09,1111,시청,승차,8085,0,0,38,100,201,405,213,210,317,358,337,404,469,565,858,1425,473,506,523,503,180,0,0,0
2025-01-09,1111,시청,하차,8375,0,0,61,145,495,1930,767,374,343,336,437,422,398,445,593,750,313,181,182,113,86,4,0,0
2025-01-09,1112,정부청사,승차,6807,0,0,20,81,218,352,220,221,246,258,249,332,400,466,921,1613,397,343,287,135,46,2,0,0
2025-01-09,1112,정부청사,하차,7384,0,0,75,189,558,2388,601,323,268,292,340,315,303,287,333,468,198,158,142,90,45,11,0,0
2025-01-09,1113,갈마,승차,2816,0,0,57,107,296,491,213,140,167,139,150,117,145,149,198,184,82,55,65,39,21,1,0,0
2025-01-09,1113,갈마,하차,2770,0,0,19,38,59,136,88,84,106,161,156,150,173,199,259,396,226,144,152,143,76,5,0,0
2025-01-09,1114,월평,승차,3212,0,0,50,105,237,528,224,136,130,158,203,172,163,177,205,281,140,103,94,76,29,1,0,0
2025-01-09,1114,월평,하차,3197,0,0,12,38,94,299,135,122,144,158,140,158,181,215,282,488,223,145,150,119,88,6,0,0
2025-01-09,1115,갑천,승차,998,0,0,16,32,92,212,76,50,42,45,41,46,44,55,61,88,39,27,18,10,4,0,0,0
2025-01-09,1115,갑천,하차,954,0,0,5,19,35,113,51,31,37,43,41,39,55,47,77,130,80,59,45,30,14,3,0,0
2025-01-09,1116,유성온천,승차,8574,0,0,87,235,660,1362,444,355,384,461,461,416,487,595,633,688,379,315,311,196,103,2,0,0
2025-01-09,1116,유성온천,하차,9073,0,0,55,138,301,781,521,396,393,395,375,389,454,526,882,1489,566,416,409,380,195,12,0,0
2025-01-09,1117,구암,승차,3025,0,0,41,92,179,421,160,174,206,212,238,220,251,153,192,224,88,64,60,35,15,0,0,0
2025-01-09,1117,구암,하차,2987,0,0,4,39,128,233,138,183,232,216,227,190,185,164,231,341,117,102,113,91,41,12,0,0
2025-01-09,1118,현충원,승차,1730,0,0,13,22,126,272,86,101,76,109,160,100,96,113,135,178,43,43,32,15,10,0,0,0
2025-01-09,1118,현충원,하차,1361,0,0,3,32,53,146,108,61,52,62,60,61,65,82,117,164,70,70,56,69,27,3,0,0
2025-01-09,1119,월드컵경기장,승차,2502,0,0,20,73,232,442,166,137,111,103,128,132,149,128,165,243,101,63,60,42,7,0,0,0
2025-01-09,1119,월드컵경기장,하차,2289,0,0,12,38,113,237,91,73,80,89,93,105,152,147,190,337,142,92,123,103,57,15,0,0
2025-01-09,1120,노은,승차,4201,0,0,31,90,294,524,215,173,194,237,221,199,246,262,314,387,211,173,197,158,75,0,0,0
2025-01-09,1120,노은,하차,4410,0,0,16,35,153,316,254,187,158,200,252,277,272,342,365,604,293,214,203,167,88,14,0,0
2025-01-09,1121,지족,승차,2351,0,7,21,61,172,238,103,108,90,76,99,97,132,131,195,469,109,90,64,65,24,0,0,0
2025-01-09,1121,지족,하차,2326,0,7,10,38,117,632,134,63,68,88,85,89,100,93,141,221,124,75,83,94,58,6,0,0
2025-01-09,1122,반석,승차,7603,0,0,52,184,855,1202,502,347,285,267,339,306,362,417,481,793,365,276,269,199,102,0,0,0
2025-01-09,1122,반석,하차,6777,0,0,40,153,381,643,273,162,217,284,290,265,336,442,656,1096,378,333,342,324,146,16,0,0
2025-01-10,1101,판암,승차,4017,0,0,83,135,413,598,263,195,188,218,258,211,207,256,275,377,127,89,58,50,16,0,0,0
2025-01-10,1101,판암,하차,3639,0,0,12,39,113,266,99,122,145,163,142,170,291,302,318,527,224,192,195,198,86,35,0,0
2025-01-10,1102,신흥,승차,1834,0,0,54,80,254,362,127,93,69,83,105,67,68,97,109,131,57,37,16,18,7,0,0,0
2025-01-10,1102,신흥,하차,1707,0,0,10,19,33,89,42,51,56,72,54,82,92,150,137,288,163,101,111,95,50,12,0,0
2025-01-10,1103,대동,승차,3887,0,0,80,148,411,639,250,198,161,217,188,182,205,223,296,326,136,96,56,54,20,1,0,0
2025-01-10,1103,대동,하차,3321,0,0,17,24,103,265,157,97,133,122,129,157,216,210,357,500,196,155,175,169,124,15,0,0
2025-01-10,1104,대전,승차,10969,0,0,22,75,264,534,405,430,505,642,587,781,851,961,1101,1045,867,626,673,406,188,6,0,0
2025-01-10,1104,대전,하차,12021,0,0,88,274,595,857,597,632,699,633,673,760,883,1149,1117,1358,719,483,293,154,52,5,0,0
2025-01-10,1105,중앙로,승차,5967,0,1,22,45,130,302,138,159,188,248,303,405,441,471,604,790,385,410,429,307,181,8,0,0
2025-01-10,1105,중앙로,하차,6762,0,1,27,44,167,660,366,313,468,482,447,453,411,447,606,893,437,210,153,111,58,8,0,0
2025-01-10,1106,중구청,승차,2232,0,0,20,45,119,236,78,80,106,113,129,117,146,168,233,378,92,63,48,40,21,0,0,0
2025-01-10,1106,중구청,하차,2286,0,0,11,38,139,511,156,105,96,110,115,121,120,98,160,220,85,65,58,47,28,3,0,0
2025-01-10,1107,서대전네거리,승차,5796,0,0,97,137,399,779,314,254,286,281,317,327,315,373,477,617,269,172,174,123,85,0,0,0
2025-01-10,1107,서대전네거리,하차,5959,0,0,21,73,153,622,278,228,260,268,329,262,338,407,540,949,381,257,262,212,103,16,0,0
2025-01-10,1108,오룡,승차,4103,0,0,58,90,316,696,243,164,153,183,226,184,213,238,321,587,167,91,95,59,19,0,0,0
2025-01-10,1108,오룡,하차,3834,0,0,13,40,133,613,187,127,119,155,150,155,217,244,354,573,237,155,161,112,87,2,0,0
2025-01-10,1109,용문,승차,6563,0,1,94,150,416,1014,376,288,317,342,366,338,392,446,539,499,294,254,242,131,64,0,0,0
2025-01-10,1109,용문,하차,6552,0,0,20,108,193,510,368,244,277,338,342,400,440,448,562,1018,452,270,254,196,112,0,0,0
2025-01-10,1110,탄방,승차,4732,0,0,34,94,194,460,210,189,250,163,190,236,357,340,522,727,228,153,144,189,52,0,0,0
